cve_id,cvss_score,cvss_severity,cwe_ids,analysis_timestamp,analysis_duration,thread_name,models_used,has_patch_analysis,patch_count,files_modified,lines_added,lines_removed,repositories,analysis_summary
CVE-2024-43803,4.9,MEDIUM,"CWE-200, CWE-653",2025-05-29T03:17:32.879652,37.44,Analyzer_1,deepseek-r1-250120,True,9,27,534,27,metal3-io/baremetal-operator,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用    架构层次影响：控制面扩展层→数据面计算层→存储层    技术路径：创建跨命名空间BMH资源→BMO控制器读取外部Secret→敏感数据泄露    关键节点：BMO控制器未验证Secret命名空间归属    权限扩展：租户BMH操作权限→跨命名空间Secret读取权限→潜在横向移动能力    影响范围：破坏命名空间隔离，泄露控制面Secret存储数据    防护薄弱点：扩展组件RBAC权限过大，缺乏命名空间级访问控制    检测难点：合法BMH操作与恶意Secret引用的行为特征高度重叠  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层组件突破命名空间隔离，存储层Secret数据泄露    - 数据面影响：计算层BMH资源配置成为攻击载体，网络层数据传输可能被截获    - 跨平面传播：通过数据面BMH资源配置触发控制面组件越权操作    - 节点拓扑影响：Worker节点BMH配置可影响...
CVE-2024-48921,2.7,LOW,"CWE-285, CWE-863",2025-05-29T03:17:37.590016,41.75,Analyzer_2,deepseek-r1-250120,True,4,49,712,20,kyverno/kyverno,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    架构层次影响：控制面扩展层→数据面计算层    技术路径：攻击者命名空间创建PolicyException→Kyverno控制器加载例外→绕过Pod安全策略→部署特权容器    关键节点：PolicyException CRD的跨命名空间生效逻辑    权限扩展：命名空间写权限→集群级策略绕过→节点级特权容器执行    影响范围：跨越控制面策略执行层和数据面容器运行时层    防护薄弱点：CRD权限未与核心资源对齐，准入控制缺乏例外作用域验证    检测难点：合法CRD操作与恶意策略绕过的行为特征重叠  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层策略引擎逻辑被污染，API层CRD验证缺陷    - 数据面影响：计算层容器隔离机制失效，网络层可能连带受影响    - 跨平面传播：控制面策略异常导致数据面安全基线失效    - 节点拓扑影响：Worker节点可能通过特权容器被渗透     ...
CVE-2025-29781,6.5,MEDIUM,"CWE-200, CWE-653",2025-05-29T03:18:13.513671,40.63,Analyzer_1,deepseek-r1-250120,True,4,16,456,0,metal3-io/baremetal-operator,  ``` 1. 信任边界类别分析    主要边界突破：多租户间隔离 - 命名空间→跨租户资源访问    次要边界突破：数据面→控制面 - 容器→控制器状态操纵    架构层次影响：数据面计算层→控制面扩展层→存储层    技术路径：创建跨NS的BMCEventSubscription→绕过BMO命名空间校验→控制器读取跨NS Secret    关键节点：BMO控制器对httpHeadersRef.namespace字段的准入校验缺失    权限扩展：租户NS级操作权限→跨NS Secret读取权限→集群级敏感凭证泄露    影响范围：突破命名空间逻辑隔离，影响控制面扩展组件的数据处理逻辑    防护薄弱点：CRD控制器未实施资源归属校验，集群作用域RBAC过度授权    检测难点：合法CR操作与恶意Secret引用的行为特征高度相似  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层组件(BMO)违反命名空间隔离原则，API层Secret访问策略失效    - 数据面影响：计算层Secret存储隔离被突破，网络层凭证可能被用于横向移动    - 跨平面传播...
CVE-2025-25294,5.3,MEDIUM,CWE-117,2025-05-29T03:18:22.397865,79.35,Analyzer_3,deepseek-r1-250120,True,2,728,3600,1206,envoyproxy/gateway,  ``` 1. 信任边界类别分析    主要边界突破：集群外部 → 集群内部 - 外部网络→数据面直接访问    次要边界突破：无    架构层次影响：数据面网络层→计算层日志处理→外部日志存储系统    技术路径：构造恶意User-Agent→通过HTTP请求注入Envoy访问日志→污染下游SIEM系统    关键节点：Envoy Gateway访问日志格式化层缺乏输入验证    权限扩展：无直接权限提升，但获得日志数据篡改能力    影响范围：数据面入口网关的日志可信度，可能影响控制面日志分析系统    防护薄弱点：默认配置信任未过滤的用户输入，组件间数据验证缺失    检测难点：日志注入攻击与正常业务请求特征高度相似，跨组件攻击链条监控困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：间接影响控制面日志分析系统的数据完整性    - 数据面影响：直接破坏计算层日志组件的可信度，污染网络层传输的日志数据    - 跨平面传播：通过日志管道将污染数据传递至控制面关联系统    - 节点拓扑影响：影响所有暴露HTTP服务的Worker节点日志采集     权...
CVE-2025-32387,6.5,MEDIUM,"CWE-121, CWE-674",2025-05-29T03:18:30.340738,52.74,Analyzer_2,deepseek-r1-250120,True,2,4,70,2,helm/helm,  ``` 1. 信任边界类别分析    主要边界突破：外部→内部 - 外部资源→控制面引用注入    次要边界突破：无    架构层次影响：外部工具链→控制面配置层    技术路径：构造恶意Chart→触发Helm客户端解析递归→中断部署流程    关键节点：JSON Schema解析时的递归深度控制缺失    权限扩展：无直接权限提升，仅影响部署可用性    影响范围：Helm客户端进程崩溃，阻断CI/CD流水线    防护薄弱点：Chart审核机制不完善，客户端输入验证不足    检测难点：合法Schema构造与恶意递归难以静态区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：间接影响控制面配置更新能力    - 数据面影响：无直接数据面组件影响    - 跨平面传播：通过部署中断影响控制面配置更新    - 节点拓扑影响：仅影响运行Helm客户端的节点     权限边界突破：    - 权限扩展路径：无横向权限扩展    - 横向移动范围：局限于部署工具执行环境    - 敏感数据访问：不涉及集群数据访问     防护机制评估：    - 架构层次覆盖...
CVE-2024-56514,0.0,,CWE-22,2025-05-29T03:18:37.864854,88.85,Analyzer_0,deepseek-r1-250120,True,6,18,759,21,karmada-io/karmada,"  ``` 1. 信任边界类别分析    主要边界突破：集群外部→集群内部 - 外部资源→控制面引用注入 (5.2)    次要边界突破：[数据面→控制面 - Pod→API Server权限提升 (1.1), 控制面→数据面 - 控制器→工作负载恶意分发 (2.1)]    架构层次影响：外部资源层→控制面扩展层→控制面存储层→数据面计算层    技术路径：构造含路径遍历的CRD压缩包→Karmadactl/Karmada-operator解压→写入控制平面节点敏感路径→篡改静态Pod配置接管集群    关键节点：CRD文件解压时的路径安全验证缺失（未使用securejoin）    权限扩展：外部攻击者→控制平面文件系统写权限→集群管理员权限    影响范围：跨越外部网络、控制平面组件、K8s核心资源，实现全集群接管    防护薄弱点：扩展组件对外部资源的安全处理机制不健全    检测难点：合法CRD操作与恶意路径遍历行为难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层配置被篡改（静态Pod），控制层协调逻辑被破坏，存储层etcd面临数据篡改..."
CVE-2019-3841,7.4,HIGH,"CWE-295, CWE-295",2025-05-29T03:19:02.252234,39.85,Analyzer_3,deepseek-r1-250120,True,2,46,546,175,kubevirt/containerized-data-importer,  ``` 1. 信任边界类别分析    主要边界突破：集群外部→集群内部 - 外部资源→控制面引用注入    次要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    架构层次影响：外部系统→控制面扩展层→数据面计算层    技术路径：中间人篡改容器镜像→CDI组件导入恶意PVC→KubeVirt创建受感染虚拟机    关键节点：CDI组件TLS验证缺失的镜像拉取过程    权限扩展：外部攻击者→控制面扩展组件权限→数据面计算资源控制权    影响范围：跨越集群网络边界，影响控制面配置完整性和数据面运行时安全    防护薄弱点：第三方扩展组件默认安全配置不足，跨边界传输层保护缺失    检测难点：镜像篡改行为与合法操作模式难以区分，跨架构层攻击链路隐蔽  2. 信任边界影响评估    架构影响分析：    - 控制面影响：扩展层配置完整性破坏，可能污染存储层PVC数据    - 数据面影响：计算层运行恶意虚拟机，网络层通信可能被劫持    - 跨平面传播：外部攻击通过控制面组件渗透至数据面工作负载    - 节点拓扑影响：Worker节点虚拟机逃逸风险，可能威胁Master节...
CVE-2025-32445,9.9,CRITICAL,CWE-250,2025-05-29T03:19:02.317945,48.8,Analyzer_1,deepseek-r1-250120,True,2,38,3690,2040,argoproj/argo-events,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸 (3.1)    次要边界突破：控制面→数据面 - 控制器→工作负载恶意分发 (2.1)    架构层次影响：控制面扩展层→数据面计算层→宿主机隔离层    技术路径：创建恶意CR→Argo控制器生成特权Pod→挂载hostPath→宿主机逃逸    关键节点：CRD字段注入绕过、控制器Pod生成逻辑、容器运行时安全策略    权限扩展：CRD写权限→节点root权限→集群管理权限    影响范围：跨控制面扩展组件和数据面计算环境，节点级到集群级影响    防护薄弱点：CRD字段校验缺失、控制器权限过度、PSP未强制执行    检测难点：合法CR操作与恶意字段注入的区分，跨平面攻击链路关联  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层CRD处理逻辑缺陷，扩展层控制器权限滥用    - 数据面影响：计算层容器隔离突破，存储层hostPath挂载滥用    - 跨平面传播：控制面CRD配置污染导致数据面安全边界突破    - 节点拓扑影响：Wo...
CVE-2020-14316,9.9,CRITICAL,N/A,2025-05-29T03:19:08.521630,38.18,Analyzer_2,deepseek-r1-250120,True,1,7,117,2,kubevirt/kubevirt,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸（3.1）    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问（1.3）    架构层次影响：数据面计算层→宿主机OS层→控制面存储层    技术路径：创建hostDisk挂载的VMI→突破虚拟机隔离→访问宿主机文件系统→窃取控制面凭证    关键节点：KubeVirt CRD控制器对hostDisk路径的验证缺失    权限扩展：VMI进程权限→宿主机root权限→集群管理员权限    影响范围：单节点宿主机→跨控制平面组件→全集群数据泄露    防护薄弱点：扩展组件CRD权限隔离不足，PSP未覆盖虚拟机运行时    检测难点：合法hostDisk使用与攻击行为难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层etcd凭证可能通过宿主机文件泄露    - 数据面影响：计算层虚拟机隔离机制完全失效    - 跨平面传播：通过窃取的kubelet证书实现控制面API访问    - 节点拓扑影响：Worker节点沦陷可能导致Ma...
CVE-2022-1708,7.5,HIGH,"CWE-400, CWE-770",2025-05-29T03:19:15.322377,37.45,Analyzer_0,deepseek-r1-250120,True,2,24,568,18,cri-o/cri-o,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - 3.2 容器→节点资源耗尽    次要边界突破：数据面→控制面 - 1.3 工作负载→etcd数据访问（间接影响）    架构层次影响：数据面计算层→宿主机资源层→控制面可用性层    技术路径：kubectl exec执行高输出命令→CRI-O全量读取日志文件→节点内存/磁盘耗尽→kubelet异常    关键节点：CRI-O输出处理逻辑未设置读取上限    权限扩展：Pod Exec权限→节点级资源控制权→集群服务中断能力    影响范围：单个Worker节点→关联Pod驱逐→潜在控制平面组件连锁故障    防护薄弱点：容器运行时资源读取无硬性限制，RBAC权限粒度粗放    检测难点：合法运维操作与攻击行为特征重叠，资源耗尽速率难以实时判定  2. 信任边界影响评估    架构影响分析：    - 控制面影响：节点不可用可能触发控制面调度压力，etcd存储心跳中断    - 数据面影响：计算层资源隔离失效，存储层临时文件系统溢出    - 跨平面传播：数据面资源耗尽可能引发控制面组件(如kubel...
CVE-2024-1725,6.5,MEDIUM,CWE-501,2025-05-29T03:19:41.768599,39.45,Analyzer_1,deepseek-r1-250120,True,1,8,296,33,kubevirt/csi-driver,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸 (3.1)    次要边界突破：数据面→控制面 - Pod→API Server权限提升 (1.1)    架构层次影响：控制面API层→数据面计算层→宿主机存储层    技术路径：API层创建恶意PV→CSI驱动映射节点卷→绕过存储隔离挂载根文件系统    关键节点：CSI驱动未校验PV名称与节点名称的关联逻辑    权限扩展：PV创建权限→宿主机root文件系统读写权限→潜在集群管理权限    影响范围：单个Worker节点→控制平面组件→跨节点敏感数据    防护薄弱点：CSI驱动信任PV元数据，缺乏节点名称白名单机制    检测难点：合法CSI操作模式，挂载路径参数未纳入审计日志  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层RBAC权限滥用，控制层CSI控制器逻辑缺陷    - 数据面影响：计算层存储隔离失效，存储层直接暴露宿主机路径    - 跨平面传播：API层恶意配置影响数据面存储挂载策略    - 节点拓扑影响：Worker...
CVE-2023-1260,8.0,HIGH,CWE-288,2025-05-29T03:19:44.809519,42.55,Analyzer_3,deepseek-r1-250120,True,1,1,3,9,openshift/apiserver-library-go,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - Pod→API Server权限提升 (1.1)    次要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸 (3.1)    架构层次影响：数据面计算层→控制面API层→存储层    技术路径：RBAC授权ephemeralcontainers→绕过SCC校验→注入特权容器→突破Pod隔离    关键节点：API层对ephemeralcontainers子资源的双重校验缺失    权限扩展：Pod修改权限→节点特权容器执行权→集群级横向移动能力    影响范围：跨数据面计算层隔离、控制面准入策略、存储层敏感配置    防护薄弱点：SCC与RBAC的权限校验时序差，临时容器生命周期监控缺失    检测难点：合法RBAC授权的API操作与恶意注入行为难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层鉴权逻辑绕过，控制层SCC策略失效    - 数据面影响：计算层容器隔离突破，网络层跨Pod通信建立    - 跨平面传播：通过数据面特权容器反向攻击控制面组件 ...
CVE-2022-1798,8.7,HIGH,"CWE-20, CWE-22",2025-05-29T03:19:54.449143,45.91,Analyzer_2,deepseek-r1-250120,True,20,78,2591,831,kubevirt/kubevirt,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问    架构层次影响：数据面计算层→宿主机隔离层→控制面存储层    技术路径：恶意VirtualMachineInstance资源注入→路径遍历挂载→宿主机文件读取→集群凭证泄露    关键节点：KubeVirt控制器处理hostDisk路径时的规范化缺失    权限扩展：KubeVirt用户权限→宿主机文件系统访问→集群控制平面权限    影响范围：跨数据面宿主机隔离层，间接威胁控制面敏感数据    防护薄弱点：CRD资源输入验证不足，宿主机文件权限配置宽泛    检测难点：合法CRD操作掩护路径遍历，文件访问行为与正常VM操作相似  2. 信任边界影响评估    架构影响分析：    - 控制面影响：etcd存储的集群证书可能通过宿主机文件泄露被获取    - 数据面影响：计算层容器隔离突破，存储层敏感文件暴露    - 跨平面传播：宿主机文件泄露可作为跳板攻击API Server    - 节点拓扑影...
CVE-2024-0793,7.7,HIGH,CWE-20,2025-05-29T03:19:55.108643,39.78,Analyzer_0,deepseek-r1-250120,True,1,2,61,4,openshift/kubernetes,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - 容器→控制器状态操纵    次要边界突破：控制平面组件间 - API Server ↔ Controller SSRF    架构层次影响：数据面API层→控制面控制层→存储层    技术路径：提交缺失scaleUp的HPA配置→触发KCM解析异常→控制器循环崩溃→集群控制平面失稳    关键节点：HPA配置的字段完整性校验缺失点（控制面输入验证层）    权限扩展：HPA资源操作权限→控制平面组件控制权→集群管理功能中断    影响范围：控制面控制层核心组件、HPA自动化调度功能、依赖控制器的数据面工作负载    防护薄弱点：HPA配置准入校验不充分，控制器异常处理机制缺失    检测难点：合法配置错误与恶意攻击难以区分，控制器重启日志易被误判  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层核心组件持续崩溃，API层HPA功能失效，存储层HPA对象状态异常    - 数据面影响：HPA自动化扩缩容中断，导致计算层资源分配失衡    - 跨平面传播：数据面配置异常触发控制面崩溃，间...
CVE-2022-0532,4.2,MEDIUM,"CWE-732, CWE-732",2025-05-29T03:20:20.634014,35.82,Analyzer_3,deepseek-r1-250120,True,2,2,39,1,cri-o/cri-o,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：控制面→数据面 - API Server→Pod配置注入    架构层次影响：数据面计算层→宿主机内核层→控制面存储层    技术路径：构造hostIPC/hostNetwork Pod→绕过CRI-O验证→注入宿主级sysctls    关键节点：CRI-O对hostNamespace与sysctls的联合验证缺失    权限扩展：Pod创建权限→宿主机内核参数修改权限→潜在控制面组件影响    影响范围：突破容器隔离层，直接影响Worker节点内核稳定性    防护薄弱点：CRI-O输入验证不完整，PodSecurityPolicy未强制隔离策略    检测难点：合法sysctls白名单操作与恶意参数注入的区分困难  2. 信任边界影响评估    架构影响分析：    - 控制面影响：间接影响etcd存储的Pod配置数据完整性    - 数据面影响：计算层容器隔离突破，宿主机内核层配置篡改    - 跨平面传播：可能通过受损Worker节点反向攻击控...
CVE-2024-52799,8.2,HIGH,"CWE-250, CWE-1220",2025-05-29T03:20:22.691106,40.92,Analyzer_1,deepseek-r1-250120,True,2,4,6,48,argoproj/argo-helm,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - Pod→API Server权限提升    次要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    架构层次影响：数据面计算层→控制面API层→存储层    技术路径：恶意工作流模板→滥用pods/exec权限→横向控制命名空间内Pod→访问节点/集群级资源    关键节点：workflow-role的RBAC权限过度分配，缺乏exec操作审计    权限扩展：工作流用户→命名空间管理员→节点控制权→集群敏感数据访问    影响范围：跨越数据面Pod隔离边界，威胁控制面RBAC策略完整性    防护薄弱点：Helm Chart默认RBAC配置缺乏最小权限原则    检测难点：exec操作与合法运维行为难以区分，跨Pod攻击路径隐蔽  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层鉴权策略失效，控制层工作流控制器被滥用    - 数据面影响：计算层Pod隔离突破，网络层服务发现机制被利用    - 跨平面传播：通过API Server将数据面攻击转化为控制面权限...
CVE-2022-40607,6.8,MEDIUM,"CWE-22, CWE-22",2025-05-29T03:20:38.507437,44.05,Analyzer_2,deepseek-r1-250120,True,15,47,23125,668,IBM/ibm-spectrum-scale-csi,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸（3.1）    次要边界突破：控制面→数据面 - API Server→Pod配置注入（2.2）    架构层次影响：数据面计算层→存储层→控制面API层    技术路径：创建恶意PVC/Pod→存储驱动路径遍历→挂载宿主机敏感目录→读取节点凭证    关键节点：CSI存储驱动未对subPath进行规范化处理    权限扩展：PVC/Pod创建权限→宿主机文件系统读取权限→潜在节点控制权限    影响范围：跨数据面存储层和计算层，可能间接影响控制面凭证存储    防护薄弱点：存储插件路径校验机制缺失，RBAC权限粒度不足    检测难点：合法存储挂载与恶意路径遍历行为特征相似  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层RBAC配置可能被绕过，存储层etcd数据未直接泄露    - 数据面影响：计算层容器隔离失效，存储层路径隔离机制被突破    - 跨平面传播：通过宿主机凭证可能建立到控制面的横向移动通道    - 节点拓扑影响：Worke...
CVE-2023-0229,6.3,MEDIUM,CWE-20,2025-05-29T03:20:47.256512,52.15,Analyzer_0,deepseek-r1-250120,True,1,2,17,2,openshift/apiserver-library-go,  ``` 1. 信任边界类别分析    主要边界突破：控制面→数据面 - API Server→Pod配置注入    次要边界突破：数据面→宿主机 - Pod→Worker节点逃逸    架构层次影响：控制面控制层→数据面计算层→宿主机隔离层    技术路径：用户提交非常规seccomp配置→SCC校验逻辑缺失→Pod获得Unconfined权限→利用syscall进行容器逃逸    关键节点：apiserver-library-go的SCC校验未强制覆盖seccompProfile.type字段    权限扩展：Pod创建权限→宿主机内核级访问权限→潜在集群管理权限    影响范围：控制面策略层失效，数据面运行时隔离突破，跨节点横向移动可能    防护薄弱点：SCC策略执行层输入验证缺失，运行时seccomp状态监控不足    检测难点：合法字段滥用难以识别，容器逃逸行为与正常syscall调用混合  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层策略引擎失效，API层请求验证不完整    - 数据面影响：计算层容器隔离机制被破坏，网络层防御体系暴露风险...
CVE-2024-3154,7.2,HIGH,CWE-77,2025-05-29T03:21:00.934165,38.24,Analyzer_1,deepseek-r1-250120,True,5,10,99,3,"cri-o/cri-o, opencontainers/runc",  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：[控制面→数据面 - API Server→Pod配置注入]    架构层次影响：数据面计算层→宿主机系统层    技术路径：创建恶意Pod→注入systemd属性→cri-o解析触发→宿主机systemd单元执行    关键节点：cri-o注解解析时的systemd属性白名单缺失    权限扩展：Pod创建权限→宿主机root权限→集群级控制权限    影响范围：单个Worker节点沦陷→潜在集群级横向移动    防护薄弱点：cri-o注解过滤机制不完善，RBAC未限制高危注解    检测难点：合法Pod创建行为与恶意注解注入难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层Pod创建请求合法化，控制层无法识别恶意注解    - 数据面影响：计算层容器隔离机制失效，宿主机系统层完全暴露    - 跨平面传播：宿主机沦陷后可能逆向攻击控制平面组件    - 节点拓扑影响：Worker节点成为攻击跳板，威胁Master...
CVE-2024-1753,8.6,HIGH,CWE-59,2025-05-29T03:21:01.332071,40.7,Analyzer_3,deepseek-r1-250120,True,1,2,29,1,containers/buildah,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问（间接）    架构层次影响：数据面计算层→宿主机隔离层→控制面存储层（潜在）    技术路径：恶意Containerfile→符号链接欺骗挂载→宿主机根挂载→容器逃逸    关键节点：Buildah挂载源的符号链接验证缺失，RUN指令执行环境隔离失效    权限扩展：构建容器用户权限→宿主机root权限→集群管理权限（通过窃取凭据）    影响范围：宿主机文件系统完整性，可能波及运行中的集群组件    防护薄弱点：容器构建环境隔离不足，镜像构建过程安全控制缺失    检测难点：合法构建操作与恶意挂载行为难以区分，跨构建时/运行时攻击检测割裂  2. 信任边界影响评估    架构影响分析：    - 控制面影响：存储层敏感数据可能通过宿主机访问泄露    - 数据面影响：计算层容器隔离突破，存储层宿主机文件暴露    - 跨平面传播：通过宿主机凭据窃取可横向移动至控制平面    - 节点拓扑影响：Worker...
CVE-2024-5651,8.8,HIGH,CWE-94,2025-05-29T03:21:13.318139,34.81,Analyzer_2,deepseek-r1-250120,True,1,14,400,2,medik8s/fence-agents-remediation,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - Pod→API Server权限提升    次要边界突破：控制面→数据面 - 控制器→工作负载恶意分发    架构层次影响：数据面计算层→控制面扩展层→控制面存储层    技术路径：创建恶意CRD→触发Operator执行注入命令→利用高权限SA→访问集群核心资源    关键节点：FenceAgentsRemediation参数未校验、Operator Pod绑定的cluster-admin SA    权限扩展：Developer权限→Operator SA权限→集群管理员权限    影响范围：跨越API层、控制层扩展组件、etcd存储层敏感数据    防护薄弱点：CRD参数输入验证缺失、扩展组件SA权限过度分配    检测难点：合法CRD操作与恶意注入的模糊性、跨平面攻击链隐蔽性  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层CRD处理机制绕过，扩展层控制器权限滥用，存储层凭据泄露    - 数据面影响：Operator Pod计算环境被控制，可能作为跳板攻击其他工作负载  ...
CVE-2025-0750,6.6,MEDIUM,CWE-22,2025-05-29T03:21:29.892807,42.63,Analyzer_0,deepseek-r1-250120,True,2,2,112,8,cri-o/cri-o,  ``` 1. 信任边界类别分析    主要边界突破：数据面(容器)→宿主机 - Pod→Worker节点逃逸    次要边界突破：控制面→数据面 - API Server→Pod配置注入    架构层次影响：数据面计算层→节点隔离层→控制面可用性    技术路径：构造恶意日志路径→触发CRI-O路径遍历→卸载宿主机关键目录    关键节点：CRI-O日志处理函数的路径规范化缺失    权限扩展：Pod创建权限→宿主机文件系统控制权→节点级DoS权限    影响范围：单节点文件系统完整性→集群级服务稳定性    防护薄弱点：CRI-O输入验证缺失，Pod安全策略未覆盖日志路径校验    检测难点：合法Pod删除操作与恶意路径卸载行为难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：间接影响API层调度能力，控制层无法恢复故障节点    - 数据面影响：计算层容器逃逸，节点存储层目录卸载导致服务中断    - 跨平面传播：节点级故障可能通过kubelet影响控制面健康状态    - 节点拓扑影响：Worker节点关键系统目录卸载导致不可恢复故障     权...
CVE-2021-25745,7.6,HIGH,"CWE-20, CWE-20",2025-05-29T03:21:57.671332,56.34,Analyzer_3,deepseek-r1-250120,True,2,4,14,4,kubernetes/ingress-nginx,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用 (4.2)    次要边界突破：数据面→控制面 - Pod→API Server权限提升 (1.1)    架构层次影响：数据面计算层→控制面扩展层→API层→存储层    技术路径：构造恶意Ingress路径→控制器日志记录凭证→提取Token→访问API Server→读取集群Secrets    关键节点：ingress-nginx控制器对path字段的正则表达式处理存在日志注入缺陷    权限扩展：Ingress写权限→控制器SA权限（cluster-admin）→全集群Secret读取权限    影响范围：跨越数据面工作负载到控制面核心凭证，影响整个集群数据保密性    防护薄弱点：扩展组件SA权限过度分配，路径字段输入验证缺失    检测难点：合法Ingress创建操作与攻击行为难以区分，日志凭据泄露难以实时捕捉  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层鉴权机制被绕过（使用高权限SA Token），存储层所有Secret可被读取   ...
CVE-2021-25746,7.6,HIGH,"CWE-20, CWE-20",2025-05-29T03:21:59.118362,45.8,Analyzer_2,deepseek-r1-250120,True,1,15,468,1,kubernetes/ingress-nginx,  ``` 1. 信任边界类别分析    主要边界突破：数据面→控制面 - 容器→控制器状态操纵    次要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用    架构层次影响：数据面计算层→控制面控制层→存储层    技术路径：恶意Ingress注解注入→控制器配置加载→控制器凭据泄露→集群Secrets全量访问    关键节点：ingress-nginx控制器对annotations字段的输入验证缺失    权限扩展：Ingress操作权限→控制器服务账号权限→集群级Secrets读取权限    影响范围：跨越数据面网络配置层、控制面扩展组件层及存储层敏感数据    防护薄弱点：扩展组件默认权限过高，注解字段动态配置缺乏准入控制    检测难点：合法K8s资源操作与恶意注解注入难以区分  2. 信任边界影响评估    架构影响分析：    - 控制面影响：控制层扩展组件被操纵，存储层Secrets全量暴露    - 数据面影响：计算层Ingress配置成为攻击入口，网络层响应头泄露凭据    - 跨平面传播：通过数据面资源配置触发控制面组件凭据泄露    - 节点拓扑影响：...
CVE-2021-25742,7.6,HIGH,CWE-20,2025-05-29T03:22:06.347354,65.41,Analyzer_1,deepseek-r1-250120,True,2,24,914,46,kubernetes/ingress-nginx,  ``` 1. 信任边界类别分析    主要边界突破：控制平面组件间 - 扩展组件→核心组件权限滥用 (4.2)    次要边界突破：数据面→控制面 - 工作负载→etcd数据访问 (1.3)    架构层次影响：控制面扩展层→API层→存储层，数据面计算层→网络层    技术路径：恶意Ingress注入→控制器生成恶意配置→Nginx Pod执行Lua代码→读取ServiceAccount Token→访问API Server→获取集群Secret    关键节点：ingress-nginx控制器过高的RBAC权限，configuration-snippet字段未过滤    权限扩展：Ingress操作权限→控制器ServiceAccount权限→集群级Secret读取权限    影响范围：跨越扩展组件与控制面核心组件，影响集群全局Secret安全    防护薄弱点：扩展组件默认高权限配置，自定义片段功能缺乏沙箱隔离    检测难点：Lua代码注入与正常配置片段难以区分，跨控制面-数据面攻击链隐蔽  2. 信任边界影响评估    架构影响分析：    - 控制面影响：API层鉴权机...
